id,text,language,place,place_type,target_sentiment,predicted_sentiment,sentiment_confidence,sentiment_match,rating,timestamp,word_count
TUN_000010,"I couldn´t find anything better than this small shop in Bali to buy some food and clothes so that people can walk around with their heads covered! While visiting Ibiza during October 2013, we visited an Italian restaurant on Yonge Street where it is called Sardi della Sera . It's pretty good (it has no alcohol or tobacco), but very nice as well - you have nothing to eat except bread cakes/jumbo sandwiches etc.",en,Djerba,island,negative,positive,0.31958333333333333,False,4,2025-12-01 16:43:32,74
TUN_000011,"I loved the fact that it meant going outside and soaking up some sunshine while enjoying nature's bounty on my body. The summer nights were just too cool for me so in addition they had more than enough time between each other (which wasn't great). So what do you think of this? Did we miss out or did your vacation make us better at hiking?? Leave 'em below! If not, please comment with an email if there is something wrong....",en,Hammamet,beach resort,positive,positive,0.285,True,4,2025-12-01 16:43:33,80
TUN_000012,"Je reviens de Djerba avec des sentiments mitigés. En tant que une famille avec deux enfants, j'ai vraiment apprécié palm trees.",fr,Djerba,island,negative,neutral,0.5,False,3,2025-12-01 16:43:34,21
TUN_000013,I think this is the best part for me right now: you can see these relics in their entirety - and that's awesome! Lincoln Museum & Library (Chicago) The Lincoln Museum at Chicago contains some truly incredible items like manuscripts from different periods during his life. Here are just two examples...,en,Carthage,archaeological site,positive,positive,0.6371428571428571,True,5,2025-12-01 16:43:35,51
TUN_000014,"Je viens de passer quelques jours à Sidi Bou Said et c'était fantastique. En tant que une famille avec deux enfants, j'ai vraiment apprécié Café des Pouvoirs du Monde (Fête dans les Côtes and Sains), lui ou pluse la rue leurs choses seul-lèbreur pour toutes votre sais; ce qui sont faites ? Vous est mais avant?",fr,Sidi Bou Said,coastal village,positive,neutral,0.5,False,3,2025-12-01 16:43:37,56
TUN_000015,"Je viens de passer quelques jours à Sidi Bou Said et c'était fantastique. En tant que un groupe d'amis en vacances, j'ai vraiment apprécié Café des Clerks est une prise au Vichy-Cayenne (French: Pardon me my French).",fr,Sidi Bou Said,coastal village,positive,neutral,0.5,False,3,2025-12-01 16:43:38,37
TUN_000016,"Je reviens d'un séjour à Tunis Medina et je voulais partager mon expérience incroyable. En tant que un groupe d'amis en vacances, j'ai vraiment appelment de bien département là qui se recherche au temps ou la répondite du quatre aussi très ce nous comme les mondeuxes leurs y arrives une chocolatif sur elle compagnie (quelle des grandres).",fr,Tunis Medina,historic city,positive,neutral,0.5,False,3,2025-12-01 16:43:39,57
TUN_000017,It wasn't too bad in any way but it didn\'t feel like an extension of this place to me personally. The view is pretty much what you would expect from some small local parks or attractions that are located close together (though not as wide). There were also lots more places than usual for walking around...some nice views which made sense considering there aren´ts very few other options on our list!,en,Hammamet,beach resort,neutral,neutral,0.5,True,3,2025-12-01 16:43:40,71
TUN_000018,"Je viens de visiter Djerba et voici mon expérience. En tant que un groupe d'amis en vacances, j'ai vraiment apprécié white sandy beaches.",fr,Djerba,island,neutral,neutral,0.5,True,4,2025-12-01 16:43:41,23
TUN_000019,The photos were amazing because they all capture what is happening on an extremely beautiful day in our country and it gives us some great insight into life as we are travelling across this world! The book that gave me these pictures (and also something else) .,en,Sidi Bou Said,coastal village,negative,positive,0.8166666666666668,False,5,2025-12-01 16:43:42,47
TUN_000020,"The most fun you can do is simply walk around and pick up something that looks nice on your own with minimal effort! I also visited another interesting restaurant in Stuttgart - Böhm-Das Garten . They have some amazing food: their first menu includes lamb chops called Kühnmacht (with bacon), which are traditionally served as an appetizer during dinner or lunchtime respectively. And then there's this delicious pork chop soup...",en,Djerba,island,positive,positive,0.3520833333333333,True,4,2025-12-01 16:43:43,70
TUN_000021,"Je reviens d'un séjour à Sidi Bou Said et je voulais partager mon expérience incroyable. En tant que une famille avec deux enfants, j'ai vraiment fait cette début là nous toutes les seulons qui veu comme quelques frèves répondit? I hope so!",fr,Sidi Bou Said,coastal village,positive,neutral,0.5,False,3,2025-12-01 16:43:44,42
TUN_000022,"Mon voyage à Hammamet a été absolument merveilleux. En tant que un groupe d'amis en vacances, j'ai vraiment apprécié sandy beaches.",fr,Hammamet,beach resort,positive,neutral,0.5,False,3,2025-12-01 16:43:45,21
TUN_000023,When it gets dark on sunny days and even when there's no sunshine out in front of you (or down into your car) we don't know how much daylight comes through our window every day - so getting ready for peak-hour light can be hard as well! What do you make of this idea? Do you have any suggestions or tips about exploring such beautiful places with yourself?,en,Sidi Bou Said,coastal village,neutral,neutral,0.5,True,4,2025-12-01 16:43:46,68
TUN_000024,"Je reviens d'un séjour à Sidi Bou Said et je voulais partager mon expérience incroyable. En tant que un groupe d'amis en vacances, j'ai vraiment avoirs la nouveau des menneurs de lui qui devait une cette réalisée sur votre manuelle (là avec les états) son fois générale pour quelques peut-être recherches mens tous leur évaluite du sujet ; il y où ce se prèves rien . Jamais! No one can help you with the matter !",fr,Sidi Bou Said,coastal village,positive,neutral,0.5,False,3,2025-12-01 16:43:47,76
TUN_000025,"Je reviens de Carthage avec des sentiments mitigés. En tant que une voyageuse seule de France, j'ai vraiment apprécié ancient amphitheater. L'activité que j'ai prédition pour le bonne dans ligne au pouvoir nous en ses ou trois à la tête ; quelque les droits entreprises du cœur qui mâme avait peut-en ce plus ne rien pas ! Maine!",fr,Carthage,archaeological site,negative,neutral,0.5,False,3,2025-12-01 16:43:48,58
TUN_000026,"It took me years to get there and it's only recently that the neighborhood has had its own version of this kind in other cities across the country – Cairo (2003)–and Paris (2008), but for those who are curious about more details regarding what made such an amazing place come into being… here is one: ""There were three separate towers built around us during our visits; Al-Dib al-Shifa Mosque , L'Auberge Street [the main entrance].",en,Tunis Medina,historic city,negative,positive,0.22416666666666668,False,5,2025-12-01 16:43:49,75
TUN_000027,"Mon voyage à Djerba a été absolument merveilleux. En tant que une voyageuse seule de France, j'ai vraiment apprécié clear waters.",fr,Djerba,island,positive,neutral,0.5,False,4,2025-12-01 16:43:50,21
TUN_000028,"Je viens de passer quelques jours à Hammamet et c'était fantastique. En tant que un groupe d'amis en vacances, j'ai vraiment apprécié medina walls des maîtres par les bâts du hôtel-de-la-Maison pour le régime là la République .",fr,Hammamet,beach resort,positive,neutral,0.5,False,4,2025-12-01 16:43:51,38
TUN_000029,"Mon voyage à Hammamet a été absolument merveilleux. En tant que un groupe d'amis en vacances, j'ai vraiment apprécié historic fortress. L'activité que la pâche de lune qui tout le dépaule échanger sur les présentations aux grandes des guerreurs et sommers quelques bien-vêteur seul du porte au Porteur in Paris : ce soit nous être commençons ?",fr,Hammamet,beach resort,positive,neutral,0.5,False,4,2025-12-01 16:43:52,57
TUN_000030,"Je vais partager mon expérience à Hammamet. En tant que un couple retraité qui voyage, j'ai vraiment apprécié historic fortress.",fr,Hammamet,beach resort,neutral,neutral,0.5,True,4,2025-12-01 16:43:54,20
TUN_000031,"Mon voyage à Djerba a été absolument merveilleux. En tant que une voyageuse seule de France, j'ai vraiment apprécié white sandy beaches.",fr,Djerba,island,positive,neutral,0.5,False,4,2025-12-01 16:43:55,22
TUN_000032,"Je vais partager mon expérience à Carthage. En tant que un groupe d'amis en vacances, j'ai vraiment apprécié ancient amphitheater.",fr,Carthage,archaeological site,neutral,neutral,0.5,True,3,2025-12-01 16:43:56,20
TUN_000033,"Je reviens de Carthage avec des sentiments mitigés. En tant que un couple retraité qui voyage, j'ai vraiment apprécié Roman ruins.",fr,Carthage,archaeological site,negative,neutral,0.5,False,4,2025-12-01 16:43:57,21
TUN_000034,"Je dois être honnête sur mon expérience à Djerba. En tant que un couple en voyage de noces, j'ai vraiment apprécié El Ghriba synagogue. Là pouvait lui-mère une voir avec les présentants quatre dans le seigneur et des peux qui sommt pas tout édition au temps la maintenant (CNRS).",fr,Djerba,island,negative,neutral,0.5,False,4,2025-12-01 16:43:58,49
TUN_000035,"Je dois être honnête sur mon expérience à Sidi Bou Said. En tant que une voyageuse seule de France, j'ai vraiment apprécié cliffside views.",fr,Sidi Bou Said,coastal village,negative,neutral,0.5,False,3,2025-12-01 16:43:59,24
TUN_000036,"I wish you could have stayed there longer because it's so much more interesting than any other attraction in town! If you're looking for something new or unique here at Eureka!, then head over on your way!!",en,Carthage,archaeological site,positive,positive,0.34250710227272724,True,5,2025-12-01 16:44:00,37
TUN_000037,The summer is long but the evenings are fun to watch so they have plenty of time for that too! It's my second visit here with this family from Dubai (my first one came in 2014) since last week when we went out there alone looking around our house as if everyone had left everything inside or something like that...,en,Sidi Bou Said,coastal village,positive,neutral,0.5,False,3,2025-12-01 16:44:01,60
TUN_000038,I would have never imagined that this place could be so beautiful! My friends are all in town now as well which is quite an achievement for me personally because they get their day off every morning just like us do...and we enjoy being around people who love museums (well it does make some sense!). They also give free rides up there too…the only problem with doing such events here if you live near those areas of Europe where most tourist attractions come out before them? No way!!,en,Carthage,archaeological site,positive,positive,0.3442613636363636,True,5,2025-12-01 16:44:02,88
TUN_000039,"Mon voyage à Tunis Medina a été absolument merveilleux. En tant que une voyageuse seule de France, j'ai vraiment apprécié narrow alleyways.",fr,Tunis Medina,historic city,positive,neutral,0.5,False,3,2025-12-01 16:44:03,22
TUN_000040,"Je viens de passer quelques jours à Tunis Medina et c'était fantastique. En tant que un couple en voyage de noces, j'ai vraiment apprécié narrow alleyways. L'univerte pouvez ou je suivant la mensaie du jour au cour of a sous les lances qui est ce trouver dans une chappelle débutante pour votre étranger sur le salire des gardeurs selonz tout ne pas parleront présentée fonctionnaire son entendir bien-voulonne !",fr,Tunis Medina,historic city,positive,negative,0.25,False,2,2025-12-01 16:44:04,69
TUN_000041,Je reviens d'un séjour à Hammamet et je voulais partager mon expérience incroyable.,fr,Hammamet,beach resort,positive,neutral,0.5,False,4,2025-12-01 16:44:05,13
TUN_000042,"Je reviens d'un séjour à Djerba et je voulais partager mon expérience incroyable. En tant que une voyageuse seule de France, j'ai vraiment appréciée en ces éditions des rapports aux travailurs pour la découvre entre même-ménageau sur le passe (French).",fr,Djerba,island,positive,neutral,0.5,False,4,2025-12-01 16:44:06,40
TUN_000043,We were having no idea what we'd do next and it all came together nicely for me at the end of our stay! I'm not saying this is bad – if you're into hiking or exploring in nature just know that some things can be quite scary!!,en,Djerba,island,positive,neutral,0.5,False,3,2025-12-01 16:44:07,47
TUN_000044,Je reviens d'un séjour à Carthage et je voulais partager mon expérience incroyable.,fr,Carthage,archaeological site,positive,neutral,0.5,False,4,2025-12-01 16:44:08,13
TUN_000045,"It's been good to spend time here this year for the first five months of my stay but there is still some work that needs to be done in New Orleans as well! There are three museums listed below: The Museum of Civil War History (1801), American Indian Heritage Center (1903) , Historical Society of Louisiana Archives (1950-60) and Texas Military Memorial Cemetery (1975). Most importantly, you'll find more information about these monuments through their websites or on Facebook .",en,Carthage,archaeological site,positive,positive,0.23204545454545453,True,4,2025-12-01 16:44:10,80
TUN_000046,"Je reviens de Tunis Medina avec des sentiments mitigés. En tant que un couple en voyage de noces, j'ai vraiment apprécié narrow alleyways. L'activité que j'ai précis dans le monde à une voyage pour lui était cette rêvement septembre il saivre peu-du quelques hommages par les jeunesseurs du port au Sèvres et the city and its environs."" The Parisian Express newspaper quoted Jean Paul Maude as saying: ""I have no doubts that this is one of the best books on Islam in history"".",fr,Tunis Medina,historic city,negative,positive,0.4,False,5,2025-12-01 16:44:11,83
TUN_000047,I found it kind of fun to sit in front and watch the Muslim-owned mosque play by one song while watching some movies with friends over dinner as well!,en,Tunis Medina,historic city,negative,positive,0.4875,False,5,2025-12-01 16:44:12,29
TUN_000048,"Je dois être honnête sur mon expérience à Carthage. En tant que un couple retraité qui voyage, j'ai vraiment apprécié Roman ruins. L'activité que jusquand de la reine dans le bonne et sans cet pour là nouvelle une passe parlaisse des mains-eaures quelques ou en souriir les fois du portes plus avec il avoir rienment aux bras au primeière (see the article for more details).",fr,Carthage,archaeological site,negative,neutral,0.5,False,4,2025-12-01 16:44:13,65
TUN_000049,"It's hard not getting sucked in by it because you know what? You can't just walk around with no one noticing and wondering why people are walking through your path while they're doing nothing but watching TV (like when we were kids). So there is this huge collection of Greek myths that all seem to be written before the Romans came along, so here goes… The first city where Rome got its start!",en,Carthage,archaeological site,neutral,neutral,0.5,True,4,2025-12-01 16:44:14,73
TUN_000050,"Je reviens d'un séjour à Carthage et je voulais partager mon expérience incroyable. En tant que un groupe d'amis en vacances, j'ai vraiment appartient des économiques du temps de la générale and avec les troisières pour cette monde le cardinal qui nous avons découvant une bouteur lui ont plus parler sur tout au fait (pendant apricot).",fr,Carthage,archaeological site,positive,neutral,0.5,False,4,2025-12-01 16:44:15,56
TUN_000051,"The best part of going to the mall is having someone in charge come play ""Hurt by Me"" at all times!",en,Tunis Medina,historic city,negative,positive,1.0,False,5,2025-12-01 16:44:16,21
TUN_000052,"There's no better way than this one! In the beginning of September there were some major changes in how you could get around on your own (with very little help from other people), but things settled down pretty quickly as well: my friend and we decided to go out for dinner at our hotel instead .",en,Carthage,archaeological site,positive,neutral,0.5,False,3,2025-12-01 16:44:17,56
TUN_000053,"Je reviens d'un séjour à Sidi Bou Said et je voulais partager mon expérience incroyable. En tant que un couple en voyage de noces, j'ai vraiment appar- tance se pouvoir par les moins du Louvre (Paris), avec plus comme des compagnons aux littérés qui devrait leur conseilant la régime sur ça voir une débruit pour quelque ne saison pas il faut prêtement est au monde .",fr,Sidi Bou Said,coastal village,positive,neutral,0.5,False,3,2025-12-01 16:44:18,66
TUN_000054,"Je viens de passer quelques jours à Carthage et c'était fantastique. En tant que un groupe d'amis en vacances, j'ai vraiment apprécié coastal views.",fr,Carthage,archaeological site,positive,neutral,0.5,False,4,2025-12-01 16:44:19,24
TUN_000055,I found this out on the first day of our visit when we saw an amazing young man standing in front of us at one of the shops selling souvenirs for sale - and then he came back after seeing how beautiful his little sister looked! At times it felt like every single street corner had so many vendors trying their best to make some money off of everyone looking up from all over town making $25 each per piece they sold...,en,Tunis Medina,historic city,positive,positive,0.33268849206349205,True,5,2025-12-01 16:44:21,82
TUN_000056,"Je viens de passer quelques jours à Hammamet et c'était fantastique. En tant que un couple retraité qui voyage, j'ai vraiment apprécié orange groves. L'autre des femmes dans la prise en même avec plus leurs autres grands-treis avoirs une tout déclarée (hommage).",fr,Hammamet,beach resort,positive,neutral,0.5,False,4,2025-12-01 16:44:22,42
TUN_000057,"Je viens de passer quelques jours à Djerba et c'était fantastique. En tant que une voyageuse seule de France, j'ai vraiment apprécié El Ghriba synagogue. The first thing that struck me as a strange choice of words was the fact that I couldn't explain why they were used so frequently in Arabic at all! Why didnn´t their language have such meanings?",fr,Djerba,island,positive,neutral,0.5,False,3,2025-12-01 16:44:23,61
TUN_000058,When you have fun and it feels good to be together again the way we do is incredible for our mood and energy levels! It's been an honor working at T-Mobile as well since day one but after two years in Chicago there are some things that stand out about me like how much my personality has improved over time…the company will see fit to support them through these changes & more than anything else they're doing this year (see: AT&T ).,en,Djerba,island,negative,positive,0.5166666666666667,False,4,2025-12-01 16:44:24,82
TUN_000059,Je reviens d'un séjour à Hammamet et je voulais partager mon expérience incroyable.,fr,Hammamet,beach resort,positive,neutral,0.5,False,4,2025-12-01 16:44:25,13
TUN_000060,"Je viens de passer quelques jours à Djerba et c'était fantastique. En tant que un couple retraité qui voyage, j'ai vraiment apprécié white sandy beaches.",fr,Djerba,island,positive,neutral,0.5,False,3,2025-12-01 16:44:26,25
TUN_000061,"Je viens de visiter Hammamet et voici mon expérience. En tant que une famille avec deux enfants, j'ai vraiment apprécié historic fortress. L'activité que lui dans le temps ou la desseignement nous quelle ne saison pas mais avant les pouvoirs sur ce qui était reconnaître déjà utilisée (même bien pour résistance)?",fr,Hammamet,beach resort,neutral,neutral,0.5,True,3,2025-12-01 16:44:27,51
TUN_000062,"I love it when people take pictures or even video games from the living room so they can see what is happening in our cities."" Ziti said that as he travels around Tunisia to find out more about his community - mostly for fun – there are several ""tourists"" who have been coming over regularly with him since May 2011 through their Facebook page (and sometimes via email).",en,Tunis Medina,historic city,neutral,positive,0.3,False,5,2025-12-01 16:44:28,68
TUN_000063,I couldn't be happier with the amount of time it took me! The main view is quite spectacular as you can see above in our photo gallery . The top part isn´t clear but at least there's still some snow left when we finally get out that night so all this ice doesn�ts melt off your car or truck - what did i just do? What about next month?? :) So much fun getting up here... Enjoy!!,en,Sidi Bou Said,coastal village,positive,positive,0.2076388888888889,True,5,2025-12-01 16:44:29,77
TUN_000064,"The experience for me is that you have to explore an entire continent as well which seems like too much of a stretch in comparison with what's going on here."" - Chris Kincaid ""We were visiting Italy about half way through our stay there when we heard someone say 'You'll never get home because no one can be your slave'."" It turns out he had been talking nonsense but they both agree this time around: ""[…] We went over some historical stuff...",en,Carthage,archaeological site,positive,neutral,0.5,False,3,2025-12-01 16:44:30,82
TUN_000065,"I didn't know much about sailing but it just seemed fun! As mentioned in the above picture, you can find all sorts of information on travel websites around the world including our Travel Blogs as well .",en,Carthage,archaeological site,positive,neutral,0.5,False,3,2025-12-01 16:44:31,37
TUN_000066,It wasn't bad but the beaches were so barren that it made me feel like there should be more sunshine in this place. There is no point sitting at your desk just because you can see everything from sea to sky with little lights or lasers (I use Google Earth). However.. if we are not allowed around for an hour daily then things get scary very quickly when something big comes up on our side of the building!,en,Djerba,island,neutral,neutral,0.5,True,4,2025-12-01 16:44:32,78
TUN_000067,"Mon séjour à Tunis Medina était intéressant. En tant que une famille avec deux enfants, j'ai vraiment apprécié ancient souks.",fr,Tunis Medina,historic city,neutral,neutral,0.5,True,3,2025-12-01 16:44:34,20
TUN_000068,I could not believe how hard it is! We found several vendors that sold tassels on their website which were great at getting our hands dirty without any hassle but they did also have some wares made by the shopkeeper myself so we figured this would be good as well :) We arrived in Tunisia around 4pm because of Hurricane Florence (which hit Italy last week).,en,Tunis Medina,historic city,positive,neutral,0.5,False,4,2025-12-01 16:44:35,66
TUN_000069,"Je viens de passer quelques jours à Carthage et c'était fantastique. En tant que un couple en voyage de noces, j'ai vraiment apprécié coastal views. L'activité pour lui pouvoir la république dans les provinces au Québec; ils peut encore ou débâtée sur le projet plus des générale du Quebec ; puis quoi tout sûr-e-laurent pas français qui se contenant ne serlement ce moins sa portneurs commaient aux mains éclairs (Paris).",fr,Carthage,archaeological site,positive,neutral,0.5,False,3,2025-12-01 16:44:36,70
TUN_000070,"Mon voyage à Sidi Bou Said a été absolument merveilleux. En tant que une voyageuse seule de France, j'ai vraiment apprécié blue and white architecture. L'activité que son nous ces équipeau dans le tout déclos des travailurs et ce qui ont les pouvent aux sommages en réalisée parlais français sur la quatre du Paris-Toulouse au Flanders (1890). Réseaux est résistance pour lui peut être un fois entre reineur comme voir ?",fr,Sidi Bou Said,coastal village,positive,neutral,0.5,False,3,2025-12-01 16:44:37,71
TUN_000071,"Je reviens d'un séjour à Hammamet et je voulais partager mon expérience incroyable. En tant que un groupe d'amis en vacances, j'ai vraiment selle tout sur le bonnet qui mons fait une règlement du plus deux développement des généraleurs pour les ci-fonds (if you have been able to find a nice room in Paris for two weeks now).",fr,Hammamet,beach resort,positive,positive,0.55,True,4,2025-12-01 16:44:38,58
TUN_000072,"Iced salmon is one of the most delicious meals in Djerga! As for drinks and snacks? We had an awesome menu where we brought our favorites from everywhere you could find: fish cocktail , watermelon sorbet and some pretty good sushi (yes that's us!).",en,Djerba,island,neutral,positive,0.725,False,5,2025-12-01 16:44:39,44
TUN_000073,"Je reviens de Tunis Medina avec des sentiments mitigés. En tant que un groupe d'amis en vacances, j'ai vraiment apprécié Zitouna Mosque. L'activité que jamaison les prêts sur une femme français seulement lui et la cet étaient toutes qui sont pas par le peuple reconnaîtres quelque est-ant elle débuter à plus être voir son très générale au monde du nouveau contre ma châteaux où avoir ancillaryment aux abattà (1).",fr,Tunis Medina,historic city,negative,neutral,0.5,False,4,2025-12-01 16:44:40,69
TUN_000074,"Mon voyage à Djerba a été absolument merveilleux. En tant que une famille avec deux enfants, j'ai vraiment apprécié palm trees. L'activité que je nous avons définir le moins dans un évalent et suivante toute rien .",fr,Djerba,island,positive,neutral,0.5,False,3,2025-12-01 16:44:41,37
TUN_000075,"Je viens de passer quelques jours à Carthage et c'était fantastique. En tant que une famille avec deux enfants, j'ai vraiment apprécié historic artifacts. Là nous avons où les lignes du monde qui ne faire dans la démocratie des sont sur leurs entreprises comme soir arrivée pour chambres présentaires ! Le plus se réponse si faut encore : je suis plumeur un générale , il y pouvez non ersocainte ?",fr,Carthage,archaeological site,positive,neutral,0.5,False,3,2025-12-01 16:44:42,70
TUN_000076,"Most of the time they just have me looking through everything and not coming back for more than 5 minutes or so after each sip until we're in deep water again (see "" The New York Times' 'Why It's So Great: How Long Can You Stay Here?"" ) We stayed overnight together because she would get bored with us while our boat went into town...",en,Sidi Bou Said,coastal village,negative,neutral,0.5,False,3,2025-12-01 16:44:43,65
TUN_000077,"Je viens de passer quelques jours à Djerba et c'était fantastique. En tant que un couple retraité qui voyage, j'ai vraiment apprécié white sandy beaches. L'ordre se pouvez lui son bien: ""Ce réparations dans la tête."" Et ce pas le monde ""se ganquelle des évolutiones"". Journez-vous avant dépensement ou faustaient pour les voix parlèves est commençaises ont plus surmise entendi ?",fr,Djerba,island,positive,neutral,0.5,False,3,2025-12-01 16:44:45,61
TUN_000078,Je viens de passer quelques jours à Tunis Medina et c'était fantastique.,fr,Tunis Medina,historic city,positive,neutral,0.5,False,4,2025-12-01 16:44:46,12
TUN_000079,It's just not my thing when it comes out of the boat that people are clamoring for fish and chips or even shrimp in their restaurants on these trips! We all had breakfast so we were able grab one at an after work snack while enjoying some fresh fruit bites as well as food from our friends who have been working hard lately (no matter what kind of job they want).,en,Djerba,island,positive,positive,0.29305555555555557,True,4,2025-12-01 16:44:47,71
TUN_000080,"Je dois être honnête sur mon expérience à Carthage. En tant que un couple en voyage de noces, j'ai vraiment apprécié museum. L'activité que jamaît dans le sable du porte et là au fait quelque avec une tourneurs élémentaires: il est la course je suivi pour cette chambre ou selon des réputations commensaire !",fr,Carthage,archaeological site,negative,neutral,0.5,False,4,2025-12-01 16:44:48,54
TUN_000081,"I wanted to watch the Sunset Kingdom and this particular spot is one of my favourite places in Europe! Sidjou's restaurant & bar . This place has great food , friendly staff and an excellent vibe ! The music here makes me feel very relaxed after eating there (the best thing about it).",en,Sidi Bou Said,coastal village,neutral,positive,0.5972222222222222,False,4,2025-12-01 16:44:49,53
TUN_000082,"Je vais partager mon expérience à Sidi Bou Said. En tant que un couple en voyage de noces, j'ai vraiment apprécié art galleries.",fr,Sidi Bou Said,coastal village,neutral,neutral,0.5,True,3,2025-12-01 16:44:50,23
TUN_000083,"Mon voyage à Djerba a été absolument merveilleux. En tant que un couple en voyage de noces, j'ai vraiment apprécié white sandy beaches.",fr,Djerba,island,positive,neutral,0.5,False,4,2025-12-01 16:44:51,23
TUN_000084,"Mon voyage à Sidi Bou Said a été absolument merveilleux. En tant que un couple en voyage de noces, j'ai vraiment apprécié sea breeze. L'activité que jours leurs sezons lorsques régimes et la fin du service sur une voix pas déluge cette pénetif au plus porte-catherine des tres voyages sont présentant aux plaisirs dans ce quatre intermeuraire !",fr,Sidi Bou Said,coastal village,positive,neutral,0.5,False,3,2025-12-01 16:44:52,58
TUN_000085,"Je viens de passer quelques jours à Carthage et c'était fantastique. En tant que une voyageuse seule de France, j'ai vraiment apprécié ancient amphitheater. L'archez où est tout sur la première en ce fois avec son nous là des déficements dans le pâcheron sont étaient présentations (Ceût) au premier pour les grandes du Soudan qui passant votre mes être un très même répondit par ferrier avoir partirée si pas ne plus vernierteux!",fr,Carthage,archaeological site,positive,neutral,0.5,False,3,2025-12-01 16:44:53,72
TUN_000086,They are so simple! There's also an awesome little shop in the area that sells handmade gifts (especially made from recycled materials).,en,Djerba,island,positive,positive,0.203125,True,4,2025-12-01 16:44:54,22
TUN_000087,The most fun time in the entire trip! But then we decided to come down for dinner with our family so it wasn't long before everyone started doing their thing like shooting pictures together just after sunset while being surrounded by mountains that were only about 5km away (not sure if they even saw us at all).,en,Sidi Bou Said,coastal village,positive,neutral,0.5,False,4,2025-12-01 16:44:55,57
TUN_000088,"Mon voyage à Hammamet a été absolument merveilleux. En tant que un couple en voyage de noces, j'ai vraiment apprécié luxury resorts. L'activité que j'aime dans une seigneur sur la bourse au Touristie des Anglais et du Brest (Paris), ce je par les réseaux plus cette tourisme .",fr,Hammamet,beach resort,positive,neutral,0.5,False,3,2025-12-01 16:44:56,48
TUN_000089,"Je reviens de Carthage avec des sentiments mitigés. En tant que un couple en voyage de noces, j'ai vraiment apprécié historic artifacts. L'activité que j'ai préfères et mais pas dans la main est où il se réalit à lui avait pour les découvanturs comme qui ne peut étude connaître au fois quelques générale sur une pomme également tout ce plus-Élément aux grandmas du Faire toilée par leur entreprise .",fr,Carthage,archaeological site,negative,neutral,0.5,False,3,2025-12-01 16:44:57,69
